rank,scenario_id,policy4,policy6,x1,x2,y,z,r1,r2,feasible,expected_cost,expected_profit,spectral_radius,condition_number,bellman_residual_inf,absorption_probability,reachable_state_count,reason,cost_purchase,cost_component_inspection,cost_assembly,cost_final_inspection,cost_replacement,cost_disassembly,count_purchase_1,count_purchase_2,count_inspect_1,count_inspect_2,count_assemblies,count_final_inspections,count_replacements,count_disassemblies
7,6,1101,110100,1,1,0,1,0,0,True,37.368421052631575,18.631578947368425,0.05,1.0752269169691246,0.0,1.0,2,,23.157894736842103,5.2631578947368425,6.315789473684211,0.0,0.5263157894736842,2.1052631578947367,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684,0.0,0.052631578947368425,0.052631578947368425
8,6,1001,100101,1,0,0,1,0,1,True,37.46092105263158,18.539078947368417,0.05,1.1233131756475805,0.0,1.0,4,,23.157894736842103,2.555657894736842,6.61578947368421,0.0,1.026315789473684,4.105263157894736,1.0526315789473684,1.0526315789473684,1.0526315789473684,0.1501315789473684,1.1026315789473684,0.0,0.10263157894736842,0.10263157894736842
9,6,0101,010110,0,1,0,1,1,0,True,38.36342105263159,17.636578947368413,0.05,1.1233131756475805,0.0,1.0,4,,23.157894736842103,3.4581578947368423,6.61578947368421,0.0,1.026315789473684,4.105263157894736,1.0526315789473684,1.0526315789473684,0.1501315789473684,1.0526315789473684,1.1026315789473684,0.0,0.10263157894736842,0.10263157894736842
10,6,0001,000111,0,0,0,1,1,1,True,38.54154605263158,17.45845394736842,0.05,1.1508516039394845,0.0,0.9999999999999999,6,,23.157894736842103,0.976282894736842,6.900789473684211,0.0,1.501315789473684,6.005263157894736,1.0526315789473684,1.0526315789473684,0.1952565789473684,0.1952565789473684,1.1501315789473685,0.0,0.15013157894736842,0.15013157894736842
11,6,0110,011000,0,1,1,0,0,0,True,38.89779851290276,17.10220148709724,0.0975,1.0,0.0,1.0,1,,25.426447003936435,3.4990523399912528,6.64819944598338,3.32409972299169,0.0,0.0,1.10803324099723,1.166350779997084,0.0,1.166350779997084,1.10803324099723,1.10803324099723,0.0,0.0
12,6,1110,111000,1,1,1,0,0,0,True,39.390581717451525,16.609418282548475,0.05,1.0,0.0,1.0,1,,24.376731301939056,5.54016620498615,6.315789473684211,3.1578947368421053,0.0,0.0,1.10803324099723,1.10803324099723,1.10803324099723,1.10803324099723,1.0526315789473684,1.0526315789473684,0.0,0.0
13,6,1011,101101,1,0,1,1,0,1,True,39.74249999999999,16.257500000000007,0.05,1.1233131756475805,0.0,1.0,4,,23.157894736842103,2.555657894736842,6.61578947368421,3.307894736842105,0.0,4.105263157894736,1.0526315789473684,1.0526315789473684,1.0526315789473684,0.1501315789473684,1.1026315789473684,1.1026315789473684,0.0,0.10263157894736842
14,6,1111,111100,1,1,1,1,0,0,True,40.0,16.0,0.05,1.0752269169691246,0.0,1.0,2,,23.157894736842103,5.2631578947368425,6.315789473684211,3.1578947368421053,0.0,2.1052631578947367,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684,0.0,0.052631578947368425
15,6,0011,001111,0,0,1,1,1,1,True,40.490624999999994,15.509375000000006,0.05,1.1508516039394845,7.105427357601002e-15,0.9999999999999999,6,,23.157894736842103,0.976282894736842,6.900789473684211,3.4503947368421053,0.0,6.005263157894736,1.0526315789473684,1.0526315789473684,0.1952565789473684,0.1952565789473684,1.1501315789473685,1.1501315789473685,0.0,0.15013157894736842
16,6,0111,011110,0,1,1,1,1,0,True,40.645,15.354999999999997,0.05,1.1233131756475805,0.0,1.0,4,,23.157894736842103,3.4581578947368423,6.61578947368421,3.307894736842105,0.0,4.105263157894736,1.0526315789473684,1.0526315789473684,0.1501315789473684,1.0526315789473684,1.1026315789473684,1.1026315789473684,0.0,0.10263157894736842
