policy_bits,profit,cost,x_C1,x_C2,x_C3,x_C4,x_C5,x_C6,x_C7,x_C8,y_H1,y_H2,y_H3,z_H1,z_H2,z_H3,y_F,z_F
0111110101111101,50.138222222222225,149.86177777777777,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
0111110111011101,50.138222222222225,149.86177777777777,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
1010111101111101,50.138222222222225,149.86177777777777,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1
1010111110111101,50.138222222222225,149.86177777777777,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1
1011011101111101,50.138222222222225,149.86177777777777,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1
1011011110111101,50.138222222222225,149.86177777777777,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1
1011110101111101,50.138222222222225,149.86177777777777,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1
1011110111011101,50.138222222222225,149.86177777777777,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1
1110110110111101,50.138222222222225,149.86177777777777,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1
1110110111011101,50.138222222222225,149.86177777777777,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1
1111010110111101,50.138222222222225,149.86177777777777,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1
1111010111011101,50.138222222222225,149.86177777777777,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1
1101111110010001,50.13817283950618,149.86182716049382,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1
1111101101001001,50.13817283950618,149.86182716049382,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1
1001101110010011,50.13731440329221,149.8626855967078,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1
1101001101001011,50.13731440329221,149.8626855967078,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1
0101101110010011,50.13731440329218,149.86268559670782,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1
1100101101001011,50.13731440329218,149.86268559670782,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1
1011111011100001,50.13717421124829,149.8628257887517,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1
1101110011100001,50.13717421124829,149.8628257887517,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1
1101110111100001,50.13717421124829,149.8628257887517,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1
1111011011100001,50.13717421124829,149.8628257887517,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1
1111100011100001,50.13717421124829,149.8628257887517,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
1111100111100001,50.13717421124829,149.8628257887517,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1
1111110001011011,50.130127956104275,149.86987204389573,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1
1111110010011011,50.130127956104275,149.86987204389573,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1
1011110011110011,50.12659807956109,149.8734019204389,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1
1111010011101011,50.12659807956109,149.8734019204389,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1
0111110011110011,50.12659807956106,149.87340192043894,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
0111110111110011,50.12659807956106,149.87340192043894,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1011110111110011,50.12659807956106,149.87340192043894,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1110110011101011,50.12659807956106,149.87340192043894,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1
1110110111101011,50.12659807956106,149.87340192043894,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1
1111010111101011,50.12659807956106,149.87340192043894,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1
0001101011110011,50.1250008230453,149.8749991769547,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1
1100001011101011,50.1250008230453,149.8749991769547,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1
1001100011101001,50.12269775948789,149.8773022405121,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1
1001100111101001,50.12269775948789,149.8773022405121,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1
1101000011110001,50.12269775948789,149.8773022405121,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1
1101000111110001,50.12269775948789,149.8773022405121,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1
0011001111010101,50.120889803383676,149.87911019661632,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1
1000011111001101,50.120889803383676,149.87911019661632,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1
1011111010101001,50.12038408779151,149.8796159122085,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1
1101110010101001,50.12038408779151,149.8796159122085,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1
1101110110101001,50.12038408779151,149.8796159122085,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1
1111011001110001,50.12038408779151,149.8796159122085,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1
1111100001110001,50.12038408779151,149.8796159122085,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1
1111100101110001,50.12038408779151,149.8796159122085,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1
0000111011101101,50.119742417314455,149.88025758268554,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1
0001011011101101,50.119742417314455,149.88025758268554,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1
0001100111101101,50.119742417314455,149.88025758268554,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1
0110001011110101,50.119742417314455,149.88025758268554,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1
1010001011110101,50.119742417314455,149.88025758268554,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1
1100000111110101,50.119742417314455,149.88025758268554,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
0011101000111111,50.10128800000001,149.898712,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1
0011101001011111,50.10128800000001,149.898712,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1
1100011000111111,50.10128800000001,149.898712,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1
1100011010011111,50.10128800000001,149.898712,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1
0111101000110111,50.09867390946505,149.90132609053495,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1
0111101001010111,50.09867390946505,149.90132609053495,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1
0111101010010111,50.09867390946505,149.90132609053495,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1
1011101001010111,50.09867390946505,149.90132609053495,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1
1011101010010111,50.09867390946505,149.90132609053495,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1
1100111000101111,50.09867390946505,149.90132609053495,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1
1100111001001111,50.09867390946505,149.90132609053495,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1
1100111010001111,50.09867390946505,149.90132609053495,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1
1101011001001111,50.09867390946505,149.90132609053495,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1
1101011010001111,50.09867390946505,149.90132609053495,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1
1101100100101111,50.09867390946505,149.90132609053495,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1
1101100100110111,50.09867390946505,149.90132609053495,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1
1101100101001111,50.09867390946505,149.90132609053495,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1
1101100101010111,50.09867390946505,149.90132609053495,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1
1101100110001111,50.09867390946505,149.90132609053495,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1
1101100110010111,50.09867390946505,149.90132609053495,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1
1011101000110111,50.09867390946502,149.90132609053498,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1
1101011000101111,50.09867390946502,149.90132609053498,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1
0111001111010011,50.09782807498857,149.90217192501143,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
1000111111001011,50.09782807498857,149.90217192501143,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
1001011111001011,50.09782807498857,149.90217192501143,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1
1011001111010011,50.09782807498857,149.90217192501143,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1
0100101011101111,50.093172839506195,149.9068271604938,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1
0100101011110111,50.093172839506195,149.9068271604938,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1
0101001011101111,50.093172839506195,149.9068271604938,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1
0101100011101111,50.093172839506195,149.9068271604938,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1
1000101011110111,50.093172839506195,149.9068271604938,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1
1100100011110111,50.093172839506195,149.9068271604938,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1
0010111111110111,50.092869684499334,149.90713031550067,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
0110011111101111,50.092869684499334,149.90713031550067,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
0000101111010111,50.092572839506204,149.9074271604938,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1
0100001111001111,50.092572839506204,149.9074271604938,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1
0011111000111011,50.08856691358025,149.91143308641975,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1
1110011000111011,50.08856691358025,149.91143308641975,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1
0111100111100101,50.085445816186564,149.91455418381344,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1
1100110111100101,50.085445816186564,149.91455418381344,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1
1101111111100011,50.082304526749,149.917695473251,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
1111101111100011,50.082304526749,149.917695473251,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
0100101011101001,50.075641975308656,149.92435802469134,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1
0100101011110001,50.075641975308656,149.92435802469134,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1
0101001011101001,50.075641975308656,149.92435802469134,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1
1000101011110001,50.075641975308656,149.92435802469134,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1
0110110111101111,50.07486968449933,149.92513031550067,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
0110110111110111,50.07486968449933,149.92513031550067,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
0111010111101111,50.07486968449933,149.92513031550067,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
1010110111110111,50.07486968449933,149.92513031550067,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1
1001011101011011,50.074480493827195,149.9255195061728,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1
1011001110011011,50.074480493827195,149.9255195061728,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1
0100111101011011,50.07448049382717,149.92551950617283,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1
0101011101011011,50.07448049382717,149.92551950617283,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1
0110101110011011,50.07448049382717,149.92551950617283,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1
0111001110011011,50.07448049382717,149.92551950617283,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1
1000111101011011,50.07448049382717,149.92551950617283,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1
1010101110011011,50.07448049382717,149.92551950617283,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1
1111111000101001,50.07125925925928,149.92874074074072,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1
1111111000110001,50.07125925925928,149.92874074074072,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1
0101101110001111,50.0709728395062,149.9290271604938,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1
0101111010001111,50.0709728395062,149.9290271604938,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1
1100101101010111,50.0709728395062,149.9290271604938,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1
1110101001010111,50.0709728395062,149.9290271604938,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1
1011011001011011,50.07056691358028,149.92943308641972,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1
1011011010011011,50.07056691358028,149.92943308641972,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1
0110111000111011,50.07056691358025,149.92943308641975,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1
0110111001011011,50.07056691358025,149.92943308641975,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1
0110111010011011,50.07056691358025,149.92943308641975,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1
0111011000111011,50.07056691358025,149.92943308641975,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1
0111011001011011,50.07056691358025,149.92943308641975,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1
0111011010011011,50.07056691358025,149.92943308641975,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1
1010111000111011,50.07056691358025,149.92943308641975,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1
1010111001011011,50.07056691358025,149.92943308641975,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1
1010111010011011,50.07056691358025,149.92943308641975,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1
1011011000111011,50.07056691358025,149.92943308641975,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1
1001101111101011,50.0678280749886,149.9321719250114,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
1101001111110011,50.0678280749886,149.9321719250114,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1
1011011011001111,50.06391495198906,149.93608504801094,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1
1011011011010111,50.06391495198906,149.93608504801094,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1
1011100110101111,50.06391495198906,149.93608504801094,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1
1101010101110111,50.06391495198906,149.93608504801094,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1
0111011001110111,50.063914951989034,149.93608504801097,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1
0111011010110111,50.063914951989034,149.93608504801097,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1
0111011011010111,50.063914951989034,149.93608504801097,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1
1010111001101111,50.063914951989034,149.93608504801097,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1
1010111010101111,50.063914951989034,149.93608504801097,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1
1010111011001111,50.063914951989034,149.93608504801097,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1
1011011001101111,50.063914951989034,149.93608504801097,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1
1011011001110111,50.063914951989034,149.93608504801097,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1
1011011010101111,50.063914951989034,149.93608504801097,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1
1011011010110111,50.063914951989034,149.93608504801097,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1
1011100101101111,50.063914951989034,149.93608504801097,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1
1101010110110111,50.063914951989034,149.93608504801097,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1
1011100111001111,50.063914951989005,149.936085048011,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1101010111010111,50.063914951989005,149.936085048011,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1
1001101111000111,50.05902149062646,149.94097850937354,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1
1101001111000111,50.05902149062646,149.94097850937354,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1
0001001111101101,50.05674241731447,149.94325758268553,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1
0001110011101101,50.05674241731447,149.94325758268553,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1
1000001111110101,50.05674241731447,149.94325758268553,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1
1110000011110101,50.05674241731447,149.94325758268553,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
0000101111101101,50.05674241731441,149.9432575826856,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1
0100001111110101,50.05674241731441,149.9432575826856,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1
0011110111011011,50.053807956104265,149.94619204389573,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1
1110010111011011,50.053807956104265,149.94619204389573,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1
0111101001101111,50.05086968449933,149.94913031550067,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1
0111101010101111,50.05086968449933,149.94913031550067,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1
0111101011001111,50.05086968449933,149.94913031550067,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1
1100111001110111,50.05086968449933,149.94913031550067,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1
1100111010110111,50.05086968449933,149.94913031550067,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1
1100111011010111,50.05086968449933,149.94913031550067,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1
0011111100010111,50.04384212345681,149.9561578765432,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
1110011100001111,50.04384212345681,149.9561578765432,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1
0110110001111011,50.035807956104264,149.96419204389574,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1
0110110010111011,50.035807956104264,149.96419204389574,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1
0110110101111011,50.035807956104264,149.96419204389574,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1
0110110110111011,50.035807956104264,149.96419204389574,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
0110110111011011,50.035807956104264,149.96419204389574,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1
0111010001111011,50.035807956104264,149.96419204389574,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1
0111010010111011,50.035807956104264,149.96419204389574,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1
0111010101111011,50.035807956104264,149.96419204389574,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1
0111010111011011,50.035807956104264,149.96419204389574,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1
1010110001111011,50.035807956104264,149.96419204389574,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1
1010110010111011,50.035807956104264,149.96419204389574,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1
1010110110111011,50.035807956104264,149.96419204389574,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
1010110111011011,50.035807956104264,149.96419204389574,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1
1011010001111011,50.035807956104264,149.96419204389574,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1
1011010010111011,50.035807956104264,149.96419204389574,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1
1011010101111011,50.035807956104264,149.96419204389574,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1
1011010110111011,50.035807956104264,149.96419204389574,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1
1011010111011011,50.035807956104264,149.96419204389574,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1
0111010110111011,50.035807956104236,149.96419204389576,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1
1010110101111011,50.035807956104236,149.96419204389576,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1
0101101101010111,50.03567390946503,149.96432609053497,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1
1001101101010111,50.03567390946503,149.96432609053497,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1
1100101110001111,50.03567390946503,149.96432609053497,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1
1101001110001111,50.03567390946503,149.96432609053497,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1
1101110010001111,50.03567390946503,149.96432609053497,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1
1111100001010111,50.03567390946503,149.96432609053497,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1
0001101111010001,50.03413662551441,149.9658633744856,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1
1100001111001001,50.03413662551441,149.9658633744856,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1
0011101111001111,50.032351775643974,149.96764822435603,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1
0011111010101111,50.032351775643974,149.96764822435603,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1
1100011111010111,50.032351775643974,149.96764822435603,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1
1110011001110111,50.032351775643974,149.96764822435603,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1
1101110100011011,50.02885995610427,149.97114004389573,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1
1111100100011011,50.02885995610427,149.97114004389573,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1
1011110100010111,50.02584212345681,149.9741578765432,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1
1111010100001111,50.02584212345681,149.9741578765432,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1
0111110100010111,50.02584212345678,149.97415787654322,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1
1110110100001111,50.02584212345678,149.97415787654322,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1
0101011000111111,50.02028800000002,149.97971199999998,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1
0101011001011111,50.02028800000002,149.97971199999998,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
0101100100111111,50.02028800000002,149.97971199999998,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1
0111001000111111,50.02028800000002,149.97971199999998,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1
0111100001011111,50.02028800000002,149.97971199999998,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1
0111100010011111,50.02028800000002,149.97971199999998,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
1000111000111111,50.02028800000002,149.97971199999998,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1
1001011001011111,50.02028800000002,149.97971199999998,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1
1001100100111111,50.02028800000002,149.97971199999998,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1
1010101000111111,50.02028800000002,149.97971199999998,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1
1010101010011111,50.02028800000002,149.97971199999998,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1
1011001010011111,50.02028800000002,149.97971199999998,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1011100010011111,50.02028800000002,149.97971199999998,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1
1100100100111111,50.02028800000002,149.97971199999998,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1
1100110001011111,50.02028800000002,149.97971199999998,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1
1100110010011111,50.02028800000002,149.97971199999998,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1101000100111111,50.02028800000002,149.97971199999998,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1
1101010001011111,50.02028800000002,149.97971199999998,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1
0100111000111111,50.020287999999994,149.979712,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1
0100111001011111,50.020287999999994,149.979712,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1
0101100101011111,50.020287999999994,149.979712,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1
0110101000111111,50.020287999999994,149.979712,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1
0110101010011111,50.020287999999994,149.979712,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1
0111001010011111,50.020287999999994,149.979712,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1000111001011111,50.020287999999994,149.979712,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1
1001011000111111,50.020287999999994,149.979712,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1
1001100101011111,50.020287999999994,149.979712,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1
1011001000111111,50.020287999999994,149.979712,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1
1011100001011111,50.020287999999994,149.979712,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1
1100100110011111,50.020287999999994,149.979712,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1
1101000110011111,50.020287999999994,149.979712,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1
1101010010011111,50.020287999999994,149.979712,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
0010011001111111,50.016400000000004,149.9836,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1
0010011010111111,50.016400000000004,149.9836,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1
0010011011011011,50.01224691358024,149.98775308641976,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1
1101110100100111,50.00994403292182,149.99005596707818,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1
1111100100100111,50.00994403292182,149.99005596707818,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1
1101110110000111,50.009944032921794,149.9900559670782,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1
1111100101000111,50.009944032921794,149.9900559670782,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1
0101011110110111,50.000914951989046,149.99908504801095,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1
1001011110110111,50.000914951989046,149.99908504801095,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1
1010101101101111,50.000914951989046,149.99908504801095,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1
1011001101101111,50.000914951989046,149.99908504801095,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1
1011110001101111,50.000914951989046,149.99908504801095,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1
1111010010110111,50.000914951989046,149.99908504801095,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1
1001111011101011,50.00091449474169,149.9990855052583,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
1111001011110011,50.00091449474169,149.9990855052583,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1
1011111111000101,49.996927297668066,150.00307270233193,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1
