p_final,replacement_loss,profit_no_final_inspection,profit_final_inspection,profit_diff_inspect_minus_no,preferred,analytic_rule
0.07500000000000001,47.5,61.35585585585588,58.72072072072075,-2.6351351351351298,no_inspect,no_inspect
0.07500000000000001,50.0,61.15315315315317,58.72072072072075,-2.432432432432421,no_inspect,no_inspect
0.07500000000000001,52.5,60.95045045045046,58.72072072072075,-2.229729729729712,no_inspect,no_inspect
0.07500000000000001,55.0,60.74774774774778,58.72072072072075,-2.0270270270270316,no_inspect,no_inspect
0.07500000000000001,57.5,60.54504504504507,58.72072072072075,-1.8243243243243228,no_inspect,no_inspect
0.07500000000000001,60.0,60.34234234234236,58.72072072072075,-1.621621621621614,no_inspect,no_inspect
0.07500000000000001,62.5,60.139639639639654,58.72072072072075,-1.418918918918905,no_inspect,no_inspect
0.07500000000000001,65.0,59.93693693693697,58.72072072072075,-1.2162162162162247,no_inspect,no_inspect
0.07500000000000001,67.5,59.734234234234265,58.72072072072075,-1.0135135135135158,no_inspect,no_inspect
0.07500000000000001,70.0,59.531531531531556,58.72072072072075,-0.810810810810807,no_inspect,no_inspect
0.07500000000000001,72.5,59.32882882882885,58.72072072072075,-0.6081081081080981,no_inspect,no_inspect
0.07500000000000001,75.0,59.12612612612614,58.72072072072075,-0.4054054054053893,no_inspect,no_inspect
0.07500000000000001,77.5,58.92342342342346,58.72072072072075,-0.20270270270270885,no_inspect,no_inspect
0.07500000000000001,80.0,58.72072072072075,58.72072072072075,0.0,tie,inspect
0.07500000000000001,82.5,58.51801801801804,58.72072072072075,0.20270270270270885,inspect,inspect
0.07500000000000001,85.0,58.31531531531533,58.72072072072075,0.4054054054054177,inspect,inspect
0.07500000000000001,87.5,58.11261261261262,58.72072072072075,0.6081081081081265,inspect,inspect
0.07500000000000001,90.0,57.90990990990994,58.72072072072075,0.810810810810807,inspect,inspect
0.07500000000000001,92.5,57.70720720720723,58.72072072072075,1.0135135135135158,inspect,inspect
0.07500000000000001,95.0,57.504504504504524,58.72072072072075,1.2162162162162247,inspect,inspect
0.07500000000000001,97.5,57.301801801801815,58.72072072072075,1.4189189189189335,inspect,inspect
0.07500000000000001,100.0,57.099099099099135,58.72072072072075,1.621621621621614,inspect,inspect
0.08,0.0,65.10144927536234,58.57971014492756,-6.521739130434781,no_inspect,no_inspect
0.08,2.5,64.8840579710145,58.57971014492756,-6.304347826086939,no_inspect,no_inspect
0.08,5.0,64.66666666666669,58.57971014492756,-6.0869565217391255,no_inspect,no_inspect
0.08,7.5,64.44927536231887,58.57971014492756,-5.869565217391312,no_inspect,no_inspect
0.08,10.0,64.23188405797103,58.57971014492756,-5.65217391304347,no_inspect,no_inspect
0.08,12.5,64.01449275362322,58.57971014492756,-5.434782608695656,no_inspect,no_inspect
0.08,15.0,63.797101449275374,58.57971014492756,-5.217391304347814,no_inspect,no_inspect
0.08,17.5,63.57971014492756,58.57971014492756,-5.0,no_inspect,no_inspect
0.08,20.0,63.36231884057972,58.57971014492756,-4.782608695652158,no_inspect,no_inspect
0.08,22.5,63.144927536231904,58.57971014492756,-4.565217391304344,no_inspect,no_inspect
0.08,25.0,62.92753623188409,58.57971014492756,-4.34782608695653,no_inspect,no_inspect
0.08,27.5,62.71014492753625,58.57971014492756,-4.130434782608688,no_inspect,no_inspect
0.08,30.0,62.492753623188435,58.57971014492756,-3.9130434782608745,no_inspect,no_inspect
0.08,32.5,62.27536231884059,58.57971014492756,-3.6956521739130324,no_inspect,no_inspect
0.08,35.0,62.05797101449278,58.57971014492756,-3.4782608695652186,no_inspect,no_inspect
0.08,37.5,61.84057971014494,58.57971014492756,-3.2608695652173765,no_inspect,no_inspect
0.08,40.0,61.62318840579712,58.57971014492756,-3.0434782608695627,no_inspect,no_inspect
0.08,42.5,61.40579710144931,58.57971014492756,-2.826086956521749,no_inspect,no_inspect
0.08,45.0,61.18840579710147,58.57971014492756,-2.608695652173907,no_inspect,no_inspect
0.08,47.5,60.97101449275365,58.57971014492756,-2.391304347826093,no_inspect,no_inspect
0.08,50.0,60.75362318840581,58.57971014492756,-2.173913043478251,no_inspect,no_inspect
0.08,52.5,60.536231884058,58.57971014492756,-1.9565217391304373,no_inspect,no_inspect
0.08,55.0,60.318840579710155,58.57971014492756,-1.739130434782595,no_inspect,no_inspect
0.08,57.5,60.10144927536234,58.57971014492756,-1.5217391304347814,no_inspect,no_inspect
0.08,60.0,59.88405797101453,58.57971014492756,-1.3043478260869676,no_inspect,no_inspect
0.08,62.5,59.666666666666686,58.57971014492756,-1.0869565217391255,no_inspect,no_inspect
0.08,65.0,59.44927536231887,58.57971014492756,-0.8695652173913118,no_inspect,no_inspect
0.08,67.5,59.23188405797103,58.57971014492756,-0.6521739130434696,no_inspect,no_inspect
0.08,70.0,59.014492753623216,58.57971014492756,-0.4347826086956559,no_inspect,no_inspect
0.08,72.5,58.797101449275374,58.57971014492756,-0.21739130434781373,no_inspect,no_inspect
0.08,75.0,58.57971014492756,58.57971014492756,0.0,tie,tie
0.08,77.5,58.362318840579746,58.57971014492756,0.21739130434781373,inspect,inspect
0.08,80.0,58.144927536231904,58.57971014492756,0.4347826086956559,inspect,inspect
0.08,82.5,57.92753623188409,58.57971014492756,0.6521739130434696,inspect,inspect
0.08,85.0,57.71014492753625,58.57971014492756,0.8695652173913118,inspect,inspect
0.08,87.5,57.492753623188435,58.57971014492756,1.0869565217391255,inspect,inspect
0.08,90.0,57.27536231884059,58.57971014492756,1.3043478260869676,inspect,inspect
0.08,92.5,57.05797101449278,58.57971014492756,1.5217391304347814,inspect,inspect
0.08,95.0,56.840579710144965,58.57971014492756,1.739130434782595,inspect,inspect
0.08,97.5,56.62318840579712,58.57971014492756,1.9565217391304373,inspect,inspect
0.08,100.0,56.40579710144931,58.57971014492756,2.173913043478251,inspect,inspect
0.08499999999999999,0.0,64.99453551912569,58.43715846994539,-6.557377049180303,no_inspect,no_inspect
0.08499999999999999,2.5,64.76229508196724,58.43715846994539,-6.325136612021851,no_inspect,no_inspect
0.08499999999999999,5.0,64.53005464480876,58.43715846994539,-6.09289617486337,no_inspect,no_inspect
0.08499999999999999,7.5,64.2978142076503,58.43715846994539,-5.860655737704917,no_inspect,no_inspect
0.08499999999999999,10.0,64.06557377049182,58.43715846994539,-5.628415300546436,no_inspect,no_inspect
0.08499999999999999,12.5,63.83333333333334,58.43715846994539,-5.396174863387955,no_inspect,no_inspect
0.08499999999999999,15.0,63.60109289617489,58.43715846994539,-5.163934426229503,no_inspect,no_inspect
0.08499999999999999,17.5,63.36885245901641,58.43715846994539,-4.931693989071022,no_inspect,no_inspect
0.08499999999999999,20.0,63.13661202185796,58.43715846994539,-4.699453551912569,no_inspect,no_inspect
0.08499999999999999,22.5,62.904371584699476,58.43715846994539,-4.467213114754088,no_inspect,no_inspect
0.08499999999999999,25.0,62.672131147540995,58.43715846994539,-4.234972677595607,no_inspect,no_inspect
0.08499999999999999,27.5,62.43989071038254,58.43715846994539,-4.002732240437155,no_inspect,no_inspect
0.08499999999999999,30.0,62.20765027322406,58.43715846994539,-3.7704918032786736,no_inspect,no_inspect
0.08499999999999999,32.5,61.97540983606558,58.43715846994539,-3.5382513661201926,no_inspect,no_inspect
0.08499999999999999,35.0,61.74316939890713,58.43715846994539,-3.30601092896174,no_inspect,no_inspect
0.08499999999999999,37.5,61.51092896174865,58.43715846994539,-3.073770491803259,no_inspect,no_inspect
0.08499999999999999,40.0,61.278688524590194,58.43715846994539,-2.8415300546448066,no_inspect,no_inspect
0.08499999999999999,42.5,61.04644808743171,58.43715846994539,-2.6092896174863256,no_inspect,no_inspect
0.08499999999999999,45.0,60.81420765027323,58.43715846994539,-2.3770491803278446,no_inspect,no_inspect
0.08499999999999999,47.5,60.58196721311478,58.43715846994539,-2.144808743169392,no_inspect,no_inspect
0.08499999999999999,50.0,60.3497267759563,58.43715846994539,-1.912568306010911,no_inspect,no_inspect
0.08499999999999999,52.5,60.117486338797846,58.43715846994539,-1.6803278688524586,no_inspect,no_inspect
0.08499999999999999,55.0,59.885245901639365,58.43715846994539,-1.4480874316939776,no_inspect,no_inspect
0.08499999999999999,57.5,59.653005464480884,58.43715846994539,-1.2158469945354966,no_inspect,no_inspect
0.08499999999999999,60.0,59.42076502732243,58.43715846994539,-0.983606557377044,no_inspect,no_inspect
0.08499999999999999,62.5,59.18852459016395,58.43715846994539,-0.7513661202185631,no_inspect,no_inspect
0.08499999999999999,65.0,58.9562841530055,58.43715846994539,-0.5191256830601105,no_inspect,no_inspect
0.08499999999999999,67.5,58.72404371584702,58.43715846994539,-0.28688524590162956,no_inspect,no_inspect
0.08499999999999999,70.0,58.491803278688536,58.43715846994539,-0.05464480874314859,no_inspect,no_inspect
0.08499999999999999,72.5,58.259562841530084,58.43715846994539,0.17759562841530396,inspect,inspect
0.08499999999999999,75.0,58.0273224043716,58.43715846994539,0.40983606557378494,inspect,inspect
0.08499999999999999,77.5,57.79508196721315,58.43715846994539,0.6420765027322375,inspect,inspect
0.08499999999999999,80.0,57.56284153005467,58.43715846994539,0.8743169398907185,inspect,inspect
0.08499999999999999,82.5,57.33060109289619,58.43715846994539,1.1065573770491994,inspect,inspect
0.08499999999999999,85.0,57.098360655737736,58.43715846994539,1.338797814207652,inspect,inspect
0.08499999999999999,87.5,56.866120218579255,58.43715846994539,1.571038251366133,inspect,inspect
0.08499999999999999,90.0,56.633879781420774,58.43715846994539,1.803278688524614,inspect,inspect
0.08499999999999999,92.5,56.40163934426232,58.43715846994539,2.0355191256830665,inspect,inspect
0.08499999999999999,95.0,56.16939890710384,58.43715846994539,2.2677595628415474,inspect,inspect
0.08499999999999999,97.5,55.93715846994539,58.43715846994539,2.5,inspect,inspect
0.08499999999999999,100.0,55.70491803278691,58.43715846994539,2.732240437158481,inspect,inspect
0.09,0.0,64.88644688644692,58.29304029304032,-6.593406593406598,no_inspect,no_inspect
0.09,2.5,64.63919413919416,58.29304029304032,-6.34615384615384,no_inspect,no_inspect
0.09,5.0,64.3919413919414,58.29304029304032,-6.098901098901081,no_inspect,no_inspect
0.09,7.5,64.14468864468867,58.29304029304032,-5.85164835164835,no_inspect,no_inspect
0.09,10.0,63.89743589743591,58.29304029304032,-5.604395604395592,no_inspect,no_inspect
0.09,12.5,63.65018315018318,58.29304029304032,-5.357142857142861,no_inspect,no_inspect
0.09,15.0,63.40293040293042,58.29304029304032,-5.109890109890102,no_inspect,no_inspect
0.09,17.5,63.155677655677664,58.29304029304032,-4.862637362637344,no_inspect,no_inspect
0.09,20.0,62.908424908424934,58.29304029304032,-4.615384615384613,no_inspect,no_inspect
0.09,22.5,62.661172161172175,58.29304029304032,-4.368131868131854,no_inspect,no_inspect
0.09,25.0,62.413919413919444,58.29304029304032,-4.120879120879124,no_inspect,no_inspect
0.09,27.5,62.166666666666686,58.29304029304032,-3.873626373626365,no_inspect,no_inspect
0.09,30.0,61.91941391941393,58.29304029304032,-3.6263736263736064,no_inspect,no_inspect
0.09,32.5,61.672161172161196,58.29304029304032,-3.379120879120876,no_inspect,no_inspect
0.09,35.0,61.42490842490844,58.29304029304032,-3.131868131868117,no_inspect,no_inspect
0.09,37.5,61.17765567765571,58.29304029304032,-2.884615384615387,no_inspect,no_inspect
0.09,40.0,60.93040293040295,58.29304029304032,-2.637362637362628,no_inspect,no_inspect
0.09,42.5,60.68315018315022,58.29304029304032,-2.3901098901098976,no_inspect,no_inspect
0.09,45.0,60.43589743589746,58.29304029304032,-2.142857142857139,no_inspect,no_inspect
0.09,47.5,60.1886446886447,58.29304029304032,-1.89560439560438,no_inspect,no_inspect
0.09,50.0,59.94139194139197,58.29304029304032,-1.6483516483516496,no_inspect,no_inspect
0.09,52.5,59.69413919413921,58.29304029304032,-1.4010989010988908,no_inspect,no_inspect
0.09,55.0,59.44688644688648,58.29304029304032,-1.1538461538461604,no_inspect,no_inspect
0.09,57.5,59.19963369963372,58.29304029304032,-0.9065934065934016,no_inspect,no_inspect
0.09,60.0,58.95238095238096,58.29304029304032,-0.6593406593406428,no_inspect,no_inspect
0.09,62.5,58.70512820512823,58.29304029304032,-0.4120879120879124,no_inspect,no_inspect
0.09,65.0,58.457875457875474,58.29304029304032,-0.1648351648351536,no_inspect,no_inspect
0.09,67.5,58.210622710622744,58.29304029304032,0.0824175824175768,inspect,inspect
0.09,70.0,57.963369963369985,58.29304029304032,0.3296703296703356,inspect,inspect
0.09,72.5,57.716117216117226,58.29304029304032,0.5769230769230944,inspect,inspect
0.09,75.0,57.468864468864496,58.29304029304032,0.8241758241758248,inspect,inspect
0.09,77.5,57.22161172161174,58.29304029304032,1.0714285714285836,inspect,inspect
0.09,80.0,56.974358974359006,58.29304029304032,1.318681318681314,inspect,inspect
0.09,82.5,56.72710622710625,58.29304029304032,1.5659340659340728,inspect,inspect
0.09,85.0,56.47985347985349,58.29304029304032,1.8131868131868316,inspect,inspect
0.09,87.5,56.23260073260076,58.29304029304032,2.060439560439562,inspect,inspect
0.09,90.0,55.985347985348,58.29304029304032,2.307692307692321,inspect,inspect
0.09,92.5,55.73809523809527,58.29304029304032,2.554945054945051,inspect,inspect
0.09,95.0,55.49084249084251,58.29304029304032,2.80219780219781,inspect,inspect
0.09,97.5,55.24358974358978,58.29304029304032,3.0494505494505404,inspect,inspect
0.09,100.0,54.99633699633702,58.29304029304032,3.296703296703299,inspect,inspect
0.095,0.0,64.77716390423575,58.147329650092104,-6.6298342541436455,no_inspect,no_inspect
0.095,2.5,64.51473296500922,58.147329650092104,-6.367403314917112,no_inspect,no_inspect
0.095,5.0,64.25230202578271,58.147329650092104,-6.104972375690608,no_inspect,no_inspect
0.095,7.5,63.98987108655618,58.147329650092104,-5.842541436464074,no_inspect,no_inspect
0.095,10.0,63.72744014732967,58.147329650092104,-5.58011049723757,no_inspect,no_inspect
0.095,12.5,63.46500920810314,58.147329650092104,-5.3176795580110365,no_inspect,no_inspect
0.095,15.0,63.202578268876636,58.147329650092104,-5.055248618784532,no_inspect,no_inspect
0.095,17.5,62.9401473296501,58.147329650092104,-4.792817679557999,no_inspect,no_inspect
0.095,20.0,62.6777163904236,58.147329650092104,-4.530386740331494,no_inspect,no_inspect
0.095,22.5,62.415285451197065,58.147329650092104,-4.267955801104961,no_inspect,no_inspect
0.095,25.0,62.15285451197056,58.147329650092104,-4.005524861878456,no_inspect,no_inspect
0.095,27.5,61.89042357274403,58.147329650092104,-3.743093922651923,no_inspect,no_inspect
0.095,30.0,61.62799263351752,58.147329650092104,-3.480662983425418,no_inspect,no_inspect
0.095,32.5,61.36556169429099,58.147329650092104,-3.218232044198885,no_inspect,no_inspect
0.095,35.0,61.103130755064484,58.147329650092104,-2.9558011049723802,no_inspect,no_inspect
0.095,37.5,60.84069981583795,58.147329650092104,-2.693370165745847,no_inspect,no_inspect
0.095,40.0,60.578268876611446,58.147329650092104,-2.4309392265193424,no_inspect,no_inspect
0.095,42.5,60.31583793738491,58.147329650092104,-2.168508287292809,no_inspect,no_inspect
0.095,45.0,60.05340699815841,58.147329650092104,-1.9060773480663045,no_inspect,no_inspect
0.095,47.5,59.790976058931875,58.147329650092104,-1.6436464088397713,no_inspect,no_inspect
0.095,50.0,59.52854511970537,58.147329650092104,-1.3812154696132666,no_inspect,no_inspect
0.095,52.5,59.26611418047884,58.147329650092104,-1.1187845303867334,no_inspect,no_inspect
0.095,55.0,59.00368324125233,58.147329650092104,-0.8563535911602287,no_inspect,no_inspect
0.095,57.5,58.7412523020258,58.147329650092104,-0.5939226519336955,no_inspect,no_inspect
0.095,60.0,58.478821362799295,58.147329650092104,-0.3314917127071908,no_inspect,no_inspect
0.095,62.5,58.21639042357276,58.147329650092104,-0.06906077348065764,no_inspect,no_inspect
0.095,65.0,57.95395948434626,58.147329650092104,0.1933701657458471,inspect,inspect
0.095,67.5,57.69152854511972,58.147329650092104,0.45580110497238024,inspect,inspect
0.095,70.0,57.42909760589322,58.147329650092104,0.718232044198885,inspect,inspect
0.095,72.5,57.166666666666686,58.147329650092104,0.9806629834254181,inspect,inspect
0.095,75.0,56.90423572744018,58.147329650092104,1.2430939226519229,inspect,inspect
0.095,77.5,56.64180478821365,58.147329650092104,1.505524861878456,inspect,inspect
0.095,80.0,56.37937384898714,58.147329650092104,1.7679558011049608,inspect,inspect
0.095,82.5,56.11694290976061,58.147329650092104,2.030386740331494,inspect,inspect
0.095,85.0,55.854511970534105,58.147329650092104,2.2928176795579986,inspect,inspect
0.095,87.5,55.59208103130757,58.147329650092104,2.555248618784532,inspect,inspect
0.095,90.0,55.32965009208107,58.147329650092104,2.8176795580110365,inspect,inspect
0.095,92.5,55.067219152854534,58.147329650092104,3.0801104972375697,inspect,inspect
0.095,95.0,54.804788213628,58.147329650092104,3.342541436464103,inspect,inspect
0.095,97.5,54.542357274401496,58.147329650092104,3.6049723756906076,inspect,inspect
0.095,100.0,54.27992633517496,58.147329650092104,3.8674033149171407,inspect,inspect
0.1,0.0,64.66666666666669,58.00000000000003,-6.666666666666657,no_inspect,no_inspect
0.1,2.5,64.38888888888891,58.00000000000003,-6.388888888888886,no_inspect,no_inspect
0.1,5.0,64.11111111111114,58.00000000000003,-6.111111111111114,no_inspect,no_inspect
0.1,7.5,63.83333333333334,58.00000000000003,-5.833333333333314,no_inspect,no_inspect
0.1,10.0,63.55555555555557,58.00000000000003,-5.555555555555543,no_inspect,no_inspect
0.1,12.5,63.2777777777778,58.00000000000003,-5.2777777777777715,no_inspect,no_inspect
0.1,15.0,63.00000000000003,58.00000000000003,-5.0,no_inspect,no_inspect
0.1,17.5,62.72222222222223,58.00000000000003,-4.7222222222222,no_inspect,no_inspect
0.1,20.0,62.44444444444446,58.00000000000003,-4.444444444444429,no_inspect,no_inspect
0.1,22.5,62.166666666666686,58.00000000000003,-4.166666666666657,no_inspect,no_inspect
0.1,25.0,61.888888888888914,58.00000000000003,-3.8888888888888857,no_inspect,no_inspect
0.1,27.5,61.61111111111114,58.00000000000003,-3.6111111111111143,no_inspect,no_inspect
0.1,30.0,61.33333333333334,58.00000000000003,-3.3333333333333144,no_inspect,no_inspect
0.1,32.5,61.05555555555557,58.00000000000003,-3.055555555555543,no_inspect,no_inspect
0.1,35.0,60.7777777777778,58.00000000000003,-2.7777777777777715,no_inspect,no_inspect
0.1,37.5,60.50000000000003,58.00000000000003,-2.5,no_inspect,no_inspect
0.1,40.0,60.22222222222223,58.00000000000003,-2.2222222222222,no_inspect,no_inspect
0.1,42.5,59.94444444444446,58.00000000000003,-1.9444444444444287,no_inspect,no_inspect
0.1,45.0,59.666666666666686,58.00000000000003,-1.6666666666666572,no_inspect,no_inspect
0.1,47.5,59.388888888888914,58.00000000000003,-1.3888888888888857,no_inspect,no_inspect
0.1,50.0,59.11111111111114,58.00000000000003,-1.1111111111111143,no_inspect,no_inspect
0.1,52.5,58.83333333333334,58.00000000000003,-0.8333333333333144,no_inspect,no_inspect
0.1,55.0,58.55555555555557,58.00000000000003,-0.5555555555555429,no_inspect,no_inspect
0.1,57.5,58.2777777777778,58.00000000000003,-0.27777777777777146,no_inspect,no_inspect
0.1,60.0,58.00000000000003,58.00000000000003,0.0,tie,tie
0.1,62.5,57.72222222222223,58.00000000000003,0.2777777777777999,inspect,inspect
0.1,65.0,57.44444444444446,58.00000000000003,0.5555555555555713,inspect,inspect
0.1,67.5,57.166666666666686,58.00000000000003,0.8333333333333428,inspect,inspect
0.1,70.0,56.888888888888914,58.00000000000003,1.1111111111111143,inspect,inspect
0.1,72.5,56.61111111111114,58.00000000000003,1.3888888888888857,inspect,inspect
0.1,75.0,56.33333333333334,58.00000000000003,1.6666666666666856,inspect,inspect
0.1,77.5,56.05555555555557,58.00000000000003,1.944444444444457,inspect,inspect
0.1,80.0,55.7777777777778,58.00000000000003,2.2222222222222285,inspect,inspect
0.1,82.5,55.50000000000003,58.00000000000003,2.5,inspect,inspect
0.1,85.0,55.22222222222226,58.00000000000003,2.7777777777777715,inspect,inspect
0.1,87.5,54.94444444444446,58.00000000000003,3.0555555555555713,inspect,inspect
0.1,90.0,54.666666666666686,58.00000000000003,3.333333333333343,inspect,inspect
0.1,92.5,54.388888888888914,58.00000000000003,3.6111111111111143,inspect,inspect
0.1,95.0,54.11111111111114,58.00000000000003,3.8888888888888857,inspect,inspect
0.1,97.5,53.83333333333334,58.00000000000003,4.166666666666686,inspect,inspect
0.1,100.0,53.55555555555557,58.00000000000003,4.444444444444457,inspect,inspect
0.10500000000000001,0.0,64.55493482309126,57.851024208566116,-6.703910614525142,no_inspect,no_inspect
0.10500000000000001,2.5,64.26163873370578,57.851024208566116,-6.410614525139664,no_inspect,no_inspect
0.10500000000000001,5.0,63.96834264432033,57.851024208566116,-6.117318435754214,no_inspect,no_inspect
0.10500000000000001,7.5,63.67504655493485,57.851024208566116,-5.824022346368736,no_inspect,no_inspect
0.10500000000000001,10.0,63.38175046554937,57.851024208566116,-5.530726256983257,no_inspect,no_inspect
0.10500000000000001,12.5,63.088454376163895,57.851024208566116,-5.237430167597779,no_inspect,no_inspect
0.10500000000000001,15.0,62.79515828677842,57.851024208566116,-4.944134078212301,no_inspect,no_inspect
0.10500000000000001,17.5,62.50186219739294,57.851024208566116,-4.650837988826822,no_inspect,no_inspect
0.10500000000000001,20.0,62.20856610800746,57.851024208566116,-4.357541899441344,no_inspect,no_inspect
0.10500000000000001,22.5,61.91527001862198,57.851024208566116,-4.064245810055866,no_inspect,no_inspect
0.10500000000000001,25.0,61.62197392923653,57.851024208566116,-3.7709497206704157,no_inspect,no_inspect
0.10500000000000001,27.5,61.32867783985105,57.851024208566116,-3.4776536312849373,no_inspect,no_inspect
0.10500000000000001,30.0,61.035381750465575,57.851024208566116,-3.184357541899459,no_inspect,no_inspect
0.10500000000000001,32.5,60.7420856610801,57.851024208566116,-2.8910614525139806,no_inspect,no_inspect
0.10500000000000001,35.0,60.44878957169462,57.851024208566116,-2.5977653631285023,no_inspect,no_inspect
0.10500000000000001,37.5,60.15549348230914,57.851024208566116,-2.304469273743024,no_inspect,no_inspect
0.10500000000000001,40.0,59.86219739292366,57.851024208566116,-2.0111731843575456,no_inspect,no_inspect
0.10500000000000001,42.5,59.56890130353818,57.851024208566116,-1.7178770949720672,no_inspect,no_inspect
0.10500000000000001,45.0,59.27560521415273,57.851024208566116,-1.4245810055866173,no_inspect,no_inspect
0.10500000000000001,47.5,58.982309124767255,57.851024208566116,-1.131284916201139,no_inspect,no_inspect
0.10500000000000001,50.0,58.68901303538178,57.851024208566116,-0.8379888268156606,no_inspect,no_inspect
0.10500000000000001,52.5,58.3957169459963,57.851024208566116,-0.5446927374301822,no_inspect,no_inspect
0.10500000000000001,55.0,58.10242085661082,57.851024208566116,-0.25139664804470385,no_inspect,no_inspect
0.10500000000000001,57.5,57.80912476722534,57.851024208566116,0.0418994413407745,inspect,inspect
0.10500000000000001,60.0,57.51582867783986,57.851024208566116,0.33519553072625285,inspect,inspect
0.10500000000000001,62.5,57.222532588454385,57.851024208566116,0.6284916201117312,inspect,inspect
0.10500000000000001,65.0,56.929236499068935,57.851024208566116,0.9217877094971811,inspect,inspect
0.10500000000000001,67.5,56.63594040968346,57.851024208566116,1.2150837988826595,inspect,inspect
0.10500000000000001,70.0,56.34264432029798,57.851024208566116,1.5083798882681378,inspect,inspect
0.10500000000000001,72.5,56.0493482309125,57.851024208566116,1.8016759776536162,inspect,inspect
0.10500000000000001,75.0,55.75605214152702,57.851024208566116,2.0949720670390946,inspect,inspect
0.10500000000000001,77.5,55.46275605214154,57.851024208566116,2.388268156424573,inspect,inspect
0.10500000000000001,80.0,55.169459962756065,57.851024208566116,2.6815642458100513,inspect,inspect
0.10500000000000001,82.5,54.87616387337059,57.851024208566116,2.9748603351955296,inspect,inspect
0.10500000000000001,85.0,54.58286778398514,57.851024208566116,3.2681564245809795,inspect,inspect
0.10500000000000001,87.5,54.28957169459966,57.851024208566116,3.561452513966458,inspect,inspect
0.10500000000000001,90.0,53.99627560521418,57.851024208566116,3.8547486033519363,inspect,inspect
0.10500000000000001,92.5,53.7029795158287,57.851024208566116,4.148044692737415,inspect,inspect
0.10500000000000001,95.0,53.40968342644322,57.851024208566116,4.441340782122893,inspect,inspect
0.10500000000000001,97.5,53.116387337057745,57.851024208566116,4.734636871508371,inspect,inspect
0.10500000000000001,100.0,52.82309124767227,57.851024208566116,5.02793296089385,inspect,inspect
0.11000000000000001,0.0,64.4419475655431,57.70037453183522,-6.74157303370788,no_inspect,no_inspect
0.11000000000000001,2.5,64.13295880149815,57.70037453183522,-6.432584269662925,no_inspect,no_inspect
0.11000000000000001,5.0,63.82397003745319,57.70037453183522,-6.1235955056179705,no_inspect,no_inspect
0.11000000000000001,7.5,63.51498127340827,57.70037453183522,-5.814606741573044,no_inspect,no_inspect
0.11000000000000001,10.0,63.20599250936331,57.70037453183522,-5.50561797752809,no_inspect,no_inspect
0.11000000000000001,12.5,62.89700374531836,57.70037453183522,-5.196629213483135,no_inspect,no_inspect
0.11000000000000001,15.0,62.58801498127343,57.70037453183522,-4.887640449438209,no_inspect,no_inspect
0.11000000000000001,17.5,62.27902621722848,57.70037453183522,-4.578651685393254,no_inspect,no_inspect
0.11000000000000001,20.0,61.97003745318355,57.70037453183522,-4.269662921348328,no_inspect,no_inspect
0.11000000000000001,22.5,61.661048689138596,57.70037453183522,-3.960674157303373,no_inspect,no_inspect
0.11000000000000001,25.0,61.35205992509364,57.70037453183522,-3.6516853932584183,no_inspect,no_inspect
0.11000000000000001,27.5,61.043071161048715,57.70037453183522,-3.342696629213492,no_inspect,no_inspect
0.11000000000000001,30.0,60.73408239700376,57.70037453183522,-3.0337078651685374,no_inspect,no_inspect
0.11000000000000001,32.5,60.425093632958834,57.70037453183522,-2.724719101123611,no_inspect,no_inspect
0.11000000000000001,35.0,60.11610486891388,57.70037453183522,-2.4157303370786565,no_inspect,no_inspect
0.11000000000000001,37.5,59.807116104868925,57.70037453183522,-2.106741573033702,no_inspect,no_inspect
0.11000000000000001,40.0,59.498127340824,57.70037453183522,-1.7977528089887755,no_inspect,no_inspect
0.11000000000000001,42.5,59.189138576779044,57.70037453183522,-1.4887640449438209,no_inspect,no_inspect
0.11000000000000001,45.0,58.88014981273409,57.70037453183522,-1.1797752808988662,no_inspect,no_inspect
0.11000000000000001,47.5,58.57116104868916,57.70037453183522,-0.8707865168539399,no_inspect,no_inspect
0.11000000000000001,50.0,58.26217228464421,57.70037453183522,-0.5617977528089853,no_inspect,no_inspect
0.11000000000000001,52.5,57.95318352059928,57.70037453183522,-0.252808988764059,no_inspect,no_inspect
0.11000000000000001,55.0,57.64419475655433,57.70037453183522,0.05617977528089568,inspect,inspect
0.11000000000000001,57.5,57.33520599250937,57.70037453183522,0.36516853932585036,inspect,inspect
0.11000000000000001,60.0,57.026217228464446,57.70037453183522,0.6741573033707766,inspect,inspect
0.11000000000000001,62.5,56.71722846441949,57.70037453183522,0.9831460674157313,inspect,inspect
0.11000000000000001,65.0,56.408239700374565,57.70037453183522,1.2921348314606576,inspect,inspect
0.11000000000000001,67.5,56.09925093632961,57.70037453183522,1.6011235955056122,inspect,inspect
0.11000000000000001,70.0,55.790262172284656,57.70037453183522,1.910112359550567,inspect,inspect
0.11000000000000001,72.5,55.48127340823973,57.70037453183522,2.219101123595493,inspect,inspect
0.11000000000000001,75.0,55.172284644194775,57.70037453183522,2.528089887640448,inspect,inspect
0.11000000000000001,77.5,54.86329588014982,57.70037453183522,2.8370786516854025,inspect,inspect
0.11000000000000001,80.0,54.554307116104894,57.70037453183522,3.1460674157303288,inspect,inspect
0.11000000000000001,82.5,54.24531835205994,57.70037453183522,3.4550561797752835,inspect,inspect
0.11000000000000001,85.0,53.93632958801501,57.70037453183522,3.7640449438202097,inspect,inspect
